activity_id_short,windows_n,lower_load_windows_n,moderate_load_windows_n,high_load_windows_n,very_high_load_windows_n,candidate_windows_n,max_route_load_context_index_0_100,median_route_load_context_index_0_100,high_or_very_high_load_ratio,candidate_window_ratio,summary_boundary
38_1,81,18,17,18,28,45,100.0,67.274,0.567901,0.555556,"Descriptive route-load context evidence only. The index uses route, terrain, and map-derived factors only; behavior response and weather context are descriptive overlays and are not used to compute the index. No ability score, rank, class, THCI score, radar score, or final hiking risk score is generated."
3_1,81,21,14,19,27,37,100.0,68.812,0.567901,0.45679,"Descriptive route-load context evidence only. The index uses route, terrain, and map-derived factors only; behavior response and weather context are descriptive overlays and are not used to compute the index. No ability score, rank, class, THCI score, radar score, or final hiking risk score is generated."
40_1,81,22,13,16,30,42,100.0,69.381,0.567901,0.518519,"Descriptive route-load context evidence only. The index uses route, terrain, and map-derived factors only; behavior response and weather context are descriptive overlays and are not used to compute the index. No ability score, rank, class, THCI score, radar score, or final hiking risk score is generated."
41_1,83,21,15,17,30,41,100.0,65.646,0.566265,0.493976,"Descriptive route-load context evidence only. The index uses route, terrain, and map-derived factors only; behavior response and weather context are descriptive overlays and are not used to compute the index. No ability score, rank, class, THCI score, radar score, or final hiking risk score is generated."
42_1,84,27,10,19,28,46,100.0,67.183,0.559524,0.547619,"Descriptive route-load context evidence only. The index uses route, terrain, and map-derived factors only; behavior response and weather context are descriptive overlays and are not used to compute the index. No ability score, rank, class, THCI score, radar score, or final hiking risk score is generated."
43_1,84,24,13,20,27,47,100.0,66.971,0.559524,0.559524,"Descriptive route-load context evidence only. The index uses route, terrain, and map-derived factors only; behavior response and weather context are descriptive overlays and are not used to compute the index. No ability score, rank, class, THCI score, radar score, or final hiking risk score is generated."
44_1,80,18,15,19,28,22,100.0,70.487,0.5875,0.275,"Descriptive route-load context evidence only. The index uses route, terrain, and map-derived factors only; behavior response and weather context are descriptive overlays and are not used to compute the index. No ability score, rank, class, THCI score, radar score, or final hiking risk score is generated."
45_1,81,21,14,19,27,30,100.0,68.466,0.567901,0.37037,"Descriptive route-load context evidence only. The index uses route, terrain, and map-derived factors only; behavior response and weather context are descriptive overlays and are not used to compute the index. No ability score, rank, class, THCI score, radar score, or final hiking risk score is generated."
46_1,84,23,15,16,30,44,100.0,65.183,0.547619,0.52381,"Descriptive route-load context evidence only. The index uses route, terrain, and map-derived factors only; behavior response and weather context are descriptive overlays and are not used to compute the index. No ability score, rank, class, THCI score, radar score, or final hiking risk score is generated."
48_1,84,25,14,18,27,45,100.0,66.065,0.535714,0.535714,"Descriptive route-load context evidence only. The index uses route, terrain, and map-derived factors only; behavior response and weather context are descriptive overlays and are not used to compute the index. No ability score, rank, class, THCI score, radar score, or final hiking risk score is generated."
8_1,84,24,16,15,29,38,100.0,66.465,0.52381,0.452381,"Descriptive route-load context evidence only. The index uses route, terrain, and map-derived factors only; behavior response and weather context are descriptive overlays and are not used to compute the index. No ability score, rank, class, THCI score, radar score, or final hiking risk score is generated."
9_1,81,21,13,20,27,43,100.0,67.741,0.580247,0.530864,"Descriptive route-load context evidence only. The index uses route, terrain, and map-derived factors only; behavior response and weather context are descriptive overlays and are not used to compute the index. No ability score, rank, class, THCI score, radar score, or final hiking risk score is generated."
