participant_id,activity_id_short,study_population_status,axis_id,axis_label_zh,old_axis_output_mode,new_axis_output_mode,old_axis_value_allowed,new_axis_value_allowed,old_axis_value,new_axis_value,axis_value_unit,patch_reason,evidence_source,evidence_fields,evidence_state,route_issue_event_count,terminal_event_rows,non_terminal_event_rows,admission_status,admission_decision,interpretation_boundary
33,33_1,RADAR_BASELINE_ACTIVITY,route_following_stability,路線跟隨穩定性,MISSING_EVIDENCE_ANNOTATION,LIMITED_PROXY_AXIS,False,True,,90.35,0_100_limited_proxy,Apply route-following axis contract v1_1 limited proxy admission to data table row. Baseline activities with detector evidence receive candidate_proxy_route_following_stability_0_100; extra source activities remain blocked.,outputs\report_figures\ch6_5_5_route_following_stability_proxy_admission_v1_1\route_following_stability_proxy_activity_summary_v1_1.csv,detector_file_found|evidence_state|route_issue_event_count|candidate_proxy_route_following_stability_0_100|terminal_event_rows|non_terminal_event_rows,DETECTOR_COVERED_ROUTE_ISSUE_BURDEN,1,1,2,LIMITED_PROXY_CANDIDATE_FOR_ROUTE_FOLLOWING_STABILITY,ADMIT_AS_LIMITED_PROXY_AXIS_CANDIDATE_REQUIRES_CONTRACT_PATCH,"Route-following stability is represented in data table v1_1 as a governed limited proxy only. It is not an ability score, ability rank, ability class, THCI score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality claim."
35,35_1,RADAR_BASELINE_ACTIVITY,route_following_stability,路線跟隨穩定性,MISSING_EVIDENCE_ANNOTATION,LIMITED_PROXY_AXIS,False,True,,100.00,0_100_limited_proxy,Apply route-following axis contract v1_1 limited proxy admission to data table row. Baseline activities with detector evidence receive candidate_proxy_route_following_stability_0_100; extra source activities remain blocked.,outputs\report_figures\ch6_5_5_route_following_stability_proxy_admission_v1_1\route_following_stability_proxy_activity_summary_v1_1.csv,detector_file_found|evidence_state|route_issue_event_count|candidate_proxy_route_following_stability_0_100|terminal_event_rows|non_terminal_event_rows,DETECTOR_COVERED_NO_ROUTE_ISSUE,0,1,0,LIMITED_PROXY_CANDIDATE_NO_NON_TERMINAL_ROUTE_ISSUE_DETECTED,ADMIT_AS_LIMITED_PROXY_AXIS_CANDIDATE_REQUIRES_CONTRACT_PATCH,"Route-following stability is represented in data table v1_1 as a governed limited proxy only. It is not an ability score, ability rank, ability class, THCI score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality claim."
36,36_1,RADAR_BASELINE_ACTIVITY,route_following_stability,路線跟隨穩定性,MISSING_EVIDENCE_ANNOTATION,LIMITED_PROXY_AXIS,False,True,,65.47,0_100_limited_proxy,Apply route-following axis contract v1_1 limited proxy admission to data table row. Baseline activities with detector evidence receive candidate_proxy_route_following_stability_0_100; extra source activities remain blocked.,outputs\report_figures\ch6_5_5_route_following_stability_proxy_admission_v1_1\route_following_stability_proxy_activity_summary_v1_1.csv,detector_file_found|evidence_state|route_issue_event_count|candidate_proxy_route_following_stability_0_100|terminal_event_rows|non_terminal_event_rows,DETECTOR_COVERED_ROUTE_ISSUE_BURDEN,2,1,13,LIMITED_PROXY_CANDIDATE_FOR_ROUTE_FOLLOWING_STABILITY,ADMIT_AS_LIMITED_PROXY_AXIS_CANDIDATE_REQUIRES_CONTRACT_PATCH,"Route-following stability is represented in data table v1_1 as a governed limited proxy only. It is not an ability score, ability rank, ability class, THCI score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality claim."
37,37_1,RADAR_BASELINE_ACTIVITY,route_following_stability,路線跟隨穩定性,MISSING_EVIDENCE_ANNOTATION,LIMITED_PROXY_AXIS,False,True,,13.00,0_100_limited_proxy,Apply route-following axis contract v1_1 limited proxy admission to data table row. Baseline activities with detector evidence receive candidate_proxy_route_following_stability_0_100; extra source activities remain blocked.,outputs\report_figures\ch6_5_5_route_following_stability_proxy_admission_v1_1\route_following_stability_proxy_activity_summary_v1_1.csv,detector_file_found|evidence_state|route_issue_event_count|candidate_proxy_route_following_stability_0_100|terminal_event_rows|non_terminal_event_rows,DETECTOR_COVERED_ROUTE_ISSUE_BURDEN,6,1,26,LIMITED_PROXY_CANDIDATE_FOR_ROUTE_FOLLOWING_STABILITY,ADMIT_AS_LIMITED_PROXY_AXIS_CANDIDATE_REQUIRES_CONTRACT_PATCH,"Route-following stability is represented in data table v1_1 as a governed limited proxy only. It is not an ability score, ability rank, ability class, THCI score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality claim."
38,38_1,RADAR_BASELINE_ACTIVITY,route_following_stability,路線跟隨穩定性,MISSING_EVIDENCE_ANNOTATION,LIMITED_PROXY_AXIS,False,True,,100.00,0_100_limited_proxy,Apply route-following axis contract v1_1 limited proxy admission to data table row. Baseline activities with detector evidence receive candidate_proxy_route_following_stability_0_100; extra source activities remain blocked.,outputs\report_figures\ch6_5_5_route_following_stability_proxy_admission_v1_1\route_following_stability_proxy_activity_summary_v1_1.csv,detector_file_found|evidence_state|route_issue_event_count|candidate_proxy_route_following_stability_0_100|terminal_event_rows|non_terminal_event_rows,DETECTOR_COVERED_NO_ROUTE_ISSUE,0,1,0,LIMITED_PROXY_CANDIDATE_NO_NON_TERMINAL_ROUTE_ISSUE_DETECTED,ADMIT_AS_LIMITED_PROXY_AXIS_CANDIDATE_REQUIRES_CONTRACT_PATCH,"Route-following stability is represented in data table v1_1 as a governed limited proxy only. It is not an ability score, ability rank, ability class, THCI score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality claim."
40,40_1,RADAR_BASELINE_ACTIVITY,route_following_stability,路線跟隨穩定性,MISSING_EVIDENCE_ANNOTATION,LIMITED_PROXY_AXIS,False,True,,74.65,0_100_limited_proxy,Apply route-following axis contract v1_1 limited proxy admission to data table row. Baseline activities with detector evidence receive candidate_proxy_route_following_stability_0_100; extra source activities remain blocked.,outputs\report_figures\ch6_5_5_route_following_stability_proxy_admission_v1_1\route_following_stability_proxy_activity_summary_v1_1.csv,detector_file_found|evidence_state|route_issue_event_count|candidate_proxy_route_following_stability_0_100|terminal_event_rows|non_terminal_event_rows,DETECTOR_COVERED_ROUTE_ISSUE_BURDEN,3,1,8,LIMITED_PROXY_CANDIDATE_FOR_ROUTE_FOLLOWING_STABILITY,ADMIT_AS_LIMITED_PROXY_AXIS_CANDIDATE_REQUIRES_CONTRACT_PATCH,"Route-following stability is represented in data table v1_1 as a governed limited proxy only. It is not an ability score, ability rank, ability class, THCI score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality claim."
41,41_1,RADAR_BASELINE_ACTIVITY,route_following_stability,路線跟隨穩定性,MISSING_EVIDENCE_ANNOTATION,LIMITED_PROXY_AXIS,False,True,,91.55,0_100_limited_proxy,Apply route-following axis contract v1_1 limited proxy admission to data table row. Baseline activities with detector evidence receive candidate_proxy_route_following_stability_0_100; extra source activities remain blocked.,outputs\report_figures\ch6_5_5_route_following_stability_proxy_admission_v1_1\route_following_stability_proxy_activity_summary_v1_1.csv,detector_file_found|evidence_state|route_issue_event_count|candidate_proxy_route_following_stability_0_100|terminal_event_rows|non_terminal_event_rows,DETECTOR_COVERED_ROUTE_ISSUE_BURDEN,1,1,7,LIMITED_PROXY_CANDIDATE_FOR_ROUTE_FOLLOWING_STABILITY,ADMIT_AS_LIMITED_PROXY_AXIS_CANDIDATE_REQUIRES_CONTRACT_PATCH,"Route-following stability is represented in data table v1_1 as a governed limited proxy only. It is not an ability score, ability rank, ability class, THCI score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality claim."
42,42_1,RADAR_BASELINE_ACTIVITY,route_following_stability,路線跟隨穩定性,MISSING_EVIDENCE_ANNOTATION,LIMITED_PROXY_AXIS,False,True,,5.00,0_100_limited_proxy,Apply route-following axis contract v1_1 limited proxy admission to data table row. Baseline activities with detector evidence receive candidate_proxy_route_following_stability_0_100; extra source activities remain blocked.,outputs\report_figures\ch6_5_5_route_following_stability_proxy_admission_v1_1\route_following_stability_proxy_activity_summary_v1_1.csv,detector_file_found|evidence_state|route_issue_event_count|candidate_proxy_route_following_stability_0_100|terminal_event_rows|non_terminal_event_rows,DETECTOR_COVERED_ROUTE_ISSUE_BURDEN,18,1,29,LIMITED_PROXY_CANDIDATE_FOR_ROUTE_FOLLOWING_STABILITY,ADMIT_AS_LIMITED_PROXY_AXIS_CANDIDATE_REQUIRES_CONTRACT_PATCH,"Route-following stability is represented in data table v1_1 as a governed limited proxy only. It is not an ability score, ability rank, ability class, THCI score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality claim."
43,43_1,RADAR_BASELINE_ACTIVITY,route_following_stability,路線跟隨穩定性,MISSING_EVIDENCE_ANNOTATION,LIMITED_PROXY_AXIS,False,True,,18.00,0_100_limited_proxy,Apply route-following axis contract v1_1 limited proxy admission to data table row. Baseline activities with detector evidence receive candidate_proxy_route_following_stability_0_100; extra source activities remain blocked.,outputs\report_figures\ch6_5_5_route_following_stability_proxy_admission_v1_1\route_following_stability_proxy_activity_summary_v1_1.csv,detector_file_found|evidence_state|route_issue_event_count|candidate_proxy_route_following_stability_0_100|terminal_event_rows|non_terminal_event_rows,DETECTOR_COVERED_ROUTE_ISSUE_BURDEN,29,1,43,LIMITED_PROXY_CANDIDATE_FOR_ROUTE_FOLLOWING_STABILITY,ADMIT_AS_LIMITED_PROXY_AXIS_CANDIDATE_REQUIRES_CONTRACT_PATCH,"Route-following stability is represented in data table v1_1 as a governed limited proxy only. It is not an ability score, ability rank, ability class, THCI score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality claim."
44,44_1,RADAR_BASELINE_ACTIVITY,route_following_stability,路線跟隨穩定性,MISSING_EVIDENCE_ANNOTATION,LIMITED_PROXY_AXIS,False,True,,56.60,0_100_limited_proxy,Apply route-following axis contract v1_1 limited proxy admission to data table row. Baseline activities with detector evidence receive candidate_proxy_route_following_stability_0_100; extra source activities remain blocked.,outputs\report_figures\ch6_5_5_route_following_stability_proxy_admission_v1_1\route_following_stability_proxy_activity_summary_v1_1.csv,detector_file_found|evidence_state|route_issue_event_count|candidate_proxy_route_following_stability_0_100|terminal_event_rows|non_terminal_event_rows,DETECTOR_COVERED_ROUTE_ISSUE_BURDEN,5,1,11,LIMITED_PROXY_CANDIDATE_FOR_ROUTE_FOLLOWING_STABILITY,ADMIT_AS_LIMITED_PROXY_AXIS_CANDIDATE_REQUIRES_CONTRACT_PATCH,"Route-following stability is represented in data table v1_1 as a governed limited proxy only. It is not an ability score, ability rank, ability class, THCI score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality claim."
45,45_1,RADAR_BASELINE_ACTIVITY,route_following_stability,路線跟隨穩定性,MISSING_EVIDENCE_ANNOTATION,LIMITED_PROXY_AXIS,False,True,,91.35,0_100_limited_proxy,Apply route-following axis contract v1_1 limited proxy admission to data table row. Baseline activities with detector evidence receive candidate_proxy_route_following_stability_0_100; extra source activities remain blocked.,outputs\report_figures\ch6_5_5_route_following_stability_proxy_admission_v1_1\route_following_stability_proxy_activity_summary_v1_1.csv,detector_file_found|evidence_state|route_issue_event_count|candidate_proxy_route_following_stability_0_100|terminal_event_rows|non_terminal_event_rows,DETECTOR_COVERED_ROUTE_ISSUE_BURDEN,1,1,4,LIMITED_PROXY_CANDIDATE_FOR_ROUTE_FOLLOWING_STABILITY,ADMIT_AS_LIMITED_PROXY_AXIS_CANDIDATE_REQUIRES_CONTRACT_PATCH,"Route-following stability is represented in data table v1_1 as a governed limited proxy only. It is not an ability score, ability rank, ability class, THCI score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality claim."
46,46_1,RADAR_BASELINE_ACTIVITY,route_following_stability,路線跟隨穩定性,MISSING_EVIDENCE_ANNOTATION,LIMITED_PROXY_AXIS,False,True,,13.92,0_100_limited_proxy,Apply route-following axis contract v1_1 limited proxy admission to data table row. Baseline activities with detector evidence receive candidate_proxy_route_following_stability_0_100; extra source activities remain blocked.,outputs\report_figures\ch6_5_5_route_following_stability_proxy_admission_v1_1\route_following_stability_proxy_activity_summary_v1_1.csv,detector_file_found|evidence_state|route_issue_event_count|candidate_proxy_route_following_stability_0_100|terminal_event_rows|non_terminal_event_rows,DETECTOR_COVERED_ROUTE_ISSUE_BURDEN,25,1,38,LIMITED_PROXY_CANDIDATE_FOR_ROUTE_FOLLOWING_STABILITY,ADMIT_AS_LIMITED_PROXY_AXIS_CANDIDATE_REQUIRES_CONTRACT_PATCH,"Route-following stability is represented in data table v1_1 as a governed limited proxy only. It is not an ability score, ability rank, ability class, THCI score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality claim."
48,48_1,RADAR_BASELINE_ACTIVITY,route_following_stability,路線跟隨穩定性,MISSING_EVIDENCE_ANNOTATION,LIMITED_PROXY_AXIS,False,True,,11.00,0_100_limited_proxy,Apply route-following axis contract v1_1 limited proxy admission to data table row. Baseline activities with detector evidence receive candidate_proxy_route_following_stability_0_100; extra source activities remain blocked.,outputs\report_figures\ch6_5_5_route_following_stability_proxy_admission_v1_1\route_following_stability_proxy_activity_summary_v1_1.csv,detector_file_found|evidence_state|route_issue_event_count|candidate_proxy_route_following_stability_0_100|terminal_event_rows|non_terminal_event_rows,DETECTOR_COVERED_ROUTE_ISSUE_BURDEN,36,1,41,LIMITED_PROXY_CANDIDATE_FOR_ROUTE_FOLLOWING_STABILITY,ADMIT_AS_LIMITED_PROXY_AXIS_CANDIDATE_REQUIRES_CONTRACT_PATCH,"Route-following stability is represented in data table v1_1 as a governed limited proxy only. It is not an ability score, ability rank, ability class, THCI score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality claim."
8,8_1,RADAR_BASELINE_ACTIVITY,route_following_stability,路線跟隨穩定性,MISSING_EVIDENCE_ANNOTATION,LIMITED_PROXY_AXIS,False,True,,35.35,0_100_limited_proxy,Apply route-following axis contract v1_1 limited proxy admission to data table row. Baseline activities with detector evidence receive candidate_proxy_route_following_stability_0_100; extra source activities remain blocked.,outputs\report_figures\ch6_5_5_route_following_stability_proxy_admission_v1_1\route_following_stability_proxy_activity_summary_v1_1.csv,detector_file_found|evidence_state|route_issue_event_count|candidate_proxy_route_following_stability_0_100|terminal_event_rows|non_terminal_event_rows,DETECTOR_COVERED_ROUTE_ISSUE_BURDEN,6,1,15,LIMITED_PROXY_CANDIDATE_FOR_ROUTE_FOLLOWING_STABILITY,ADMIT_AS_LIMITED_PROXY_AXIS_CANDIDATE_REQUIRES_CONTRACT_PATCH,"Route-following stability is represented in data table v1_1 as a governed limited proxy only. It is not an ability score, ability rank, ability class, THCI score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality claim."
9,9_1,RADAR_BASELINE_ACTIVITY,route_following_stability,路線跟隨穩定性,MISSING_EVIDENCE_ANNOTATION,LIMITED_PROXY_AXIS,False,True,,44.30,0_100_limited_proxy,Apply route-following axis contract v1_1 limited proxy admission to data table row. Baseline activities with detector evidence receive candidate_proxy_route_following_stability_0_100; extra source activities remain blocked.,outputs\report_figures\ch6_5_5_route_following_stability_proxy_admission_v1_1\route_following_stability_proxy_activity_summary_v1_1.csv,detector_file_found|evidence_state|route_issue_event_count|candidate_proxy_route_following_stability_0_100|terminal_event_rows|non_terminal_event_rows,DETECTOR_COVERED_ROUTE_ISSUE_BURDEN,8,1,12,LIMITED_PROXY_CANDIDATE_FOR_ROUTE_FOLLOWING_STABILITY,ADMIT_AS_LIMITED_PROXY_AXIS_CANDIDATE_REQUIRES_CONTRACT_PATCH,"Route-following stability is represented in data table v1_1 as a governed limited proxy only. It is not an ability score, ability rank, ability class, THCI score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality claim."
6_1,6_1,EXTRA_SOURCE_ACTIVITY_NOT_IN_RADAR_BASELINE,route_following_stability,路線跟隨穩定性,MISSING_EVIDENCE_ANNOTATION,LIMITED_PROXY_AXIS,False,False,,,,Apply route-following axis contract v1_1 limited proxy admission to data table row. Baseline activities with detector evidence receive candidate_proxy_route_following_stability_0_100; extra source activities remain blocked.,outputs\report_figures\ch6_5_5_route_following_stability_proxy_admission_v1_1\route_following_stability_proxy_activity_summary_v1_1.csv,detector_file_found|evidence_state|route_issue_event_count|candidate_proxy_route_following_stability_0_100|terminal_event_rows|non_terminal_event_rows,EXTRA_SOURCE_BLOCKED,1,1,1,BLOCKED_EXTRA_SOURCE_NOT_BASELINE,ADMIT_AS_LIMITED_PROXY_AXIS_CANDIDATE_REQUIRES_CONTRACT_PATCH,"Route-following stability is represented in data table v1_1 as a governed limited proxy only. It is not an ability score, ability rank, ability class, THCI score, final hiking risk score, route suitability score, go/no-go decision, medical diagnosis, or causality claim."
